name:bs,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:bzj,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ca,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ceb,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ch,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:chk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:crs,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:cs,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:cy,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:da,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:de,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:den,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:dgr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:dk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:doi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:dv,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:dyu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:dz,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ee,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:el,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:emk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:en,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:es,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:et,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:eu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fa,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fan,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ff,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fil,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fj,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fo,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fon,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:fr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ga,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gd,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gil,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:grt,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gug,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gv,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:gyn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ha,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:heb,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hif,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hil,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ho,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ht,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:hy,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:id,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ilo,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:is,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:it,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:iu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ja,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:jam,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:jv,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ka,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kea,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kha,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:km,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ko,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kok,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:kri,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ks,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ky,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lb,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ln,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lo,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lt,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lua,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lus,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:lv,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mad,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mai,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mfe,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mg,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mh,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:min,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mkw,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ml,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mni,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mnk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mos,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ms,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:mt,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:my,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:myn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:na,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:nb,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:nd,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ne,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:niu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:nl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:nn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:no,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:nso,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ny,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:oc,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:om,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:or,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pa,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pap,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pau,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pih,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pon,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pov,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ps,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:pt,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:qu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:rar,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:rm,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:rn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ro,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ru,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:rw,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sg,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:si,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sid,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sm,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:snk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:so,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sq,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ss,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:st,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:su,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sus,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sv,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:sw,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:swb,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ta,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:te,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tet,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tg,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:th,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ti,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tkl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tn,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:to,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tpi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tr,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:trp,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ts,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:tvl,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ug,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:uk,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:ur,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:uz,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:vi,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:wal,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:wlc,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:wni,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:wo,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:xh,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:za,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:zdj,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:zh,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
name:zu,,w,Road Name,fill,https://wiki.openstreetmap.org/w/images/c/c3/StreetComplete_quest_road_name.svg,,,,
highway,primary,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,primary_link,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,secondary,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,secondary_link,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,tertiary,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,tertiary_link,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,unclassified,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,residential,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,living_street,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,pedestrian,wa,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,track,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,road,w,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,,wa,Road Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
access,private,wa,Road Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
access,no,wa,Road Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
foot,,wa,Road Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
foot,private,wa,Road Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
foot,no,wa,Road Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
name,,wa,Road Surface,wording,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
area,yes,wa,Road Surface,wording,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,track,w,Road Surface,top items,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,paved,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,unpaved,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,ground,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,asphalt,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,concrete,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,fine_gravel,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,paving_stones,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,compacted,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,dirt,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,sett,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,unhewn_cobblestone,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,grass_paver,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,wood,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,metal,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,gravel,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,pebblestone,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,grass,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,sand,wa,Road Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,path,wa,Path Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,footway,wa,Path Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,cycleway,wa,Path Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,bridleway,wa,Path Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,steps,wa,Path Surface,query,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,,wa,Path Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
access,private,wa,Path Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
access,no,wa,Path Surface,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
area,yes,wa,Path Surface,wording,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,bridleway,wa,Path Surface,wording,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,steps,wa,Path Surface,wording,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
bicycle,designated,wa,Path Surface,top items,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
